ROOM_CODE|ROOM_DESCRIPTION|ROOM_TYPE|ROOM_TYPEDESCRIPTION|ROOM_CHARACTERISTIC|ROOM_CHARACTERISTICDESCRIPTION|
DBT.BL-2|Double or Twin WITH BALCONY|DBT|Double or Twin|BL-2|WITH BALCONY|
DBT.BL-3|Double or Twin WITH BALCONY|DBT|Double or Twin|BL-3|WITH BALCONY|
DBT.BL-4|Double or Twin WITH BALCONY|DBT|Double or Twin|BL-4|WITH BALCONY|
DBT.BL-DX|Double or Twin DELUXE WITH BALCONY|DBT|Double or Twin|BL-DX|DELUXE WITH BALCONY|
DBT.BL-DX-VM|Double or Twin DELUXE SEA VIEW WITH BALCONY|DBT|Double or Twin|BL-DX-VM|DELUXE SEA VIEW WITH BALCONY|
DBT.BL-GV|Double or Twin GARDEN VIEW WITH BALCONY|DBT|Double or Twin|BL-GV|GARDEN VIEW WITH BALCONY|
DBT.BL-OV|Double or Twin OCEAN VIEW WITH BALCONY|DBT|Double or Twin|BL-OV|OCEAN VIEW WITH BALCONY|
DBT.BL-PV|Double or Twin PARK VIEW WITH BALCONY|DBT|Double or Twin|BL-PV|PARK VIEW WITH BALCONY|
DBT.BL-SS|Double or Twin SIDE SEA VIEW WITH BALCONY|DBT|Double or Twin|BL-SS|SIDE SEA VIEW WITH BALCONY|
DBT.BL-SU|Double or Twin SUPERIOR WITH BALCONY|DBT|Double or Twin|BL-SU|SUPERIOR WITH BALCONY|
DBT.BL-VM|Double or Twin SEA VIEW WITH BALCONY|DBT|Double or Twin|BL-VM|SEA VIEW WITH BALCONY|
DBT.BS|Double or Twin BUSINESS|DBT|Double or Twin|BS|BUSINESS|
DBT.BS-1|Double or Twin BUSINESS|DBT|Double or Twin|BS-1|BUSINESS|
DBT.BS-3|Double or Twin BUSINESS|DBT|Double or Twin|BS-3|BUSINESS|
DBT.BS-CV|Double or Twin BUSINESS CITY VIEW|DBT|Double or Twin|BS-CV|BUSINESS CITY VIEW|
DBT.BS-DX|Double or Twin BUSINESS DELUXE|DBT|Double or Twin|BS-DX|BUSINESS DELUXE|
DBT.BS-KG|Double or Twin BUSINESS KING BED|DBT|Double or Twin|BS-KG|BUSINESS KING BED|
DBT.BS-SU|Double or Twin BUSINESS SUPERIOR|DBT|Double or Twin|BS-SU|BUSINESS SUPERIOR|
DBT.BV|Double or Twin BAY VIEW|DBT|Double or Twin|BV|BAY VIEW|
DBT.BV-1|Double or Twin BAY VIEW|DBT|Double or Twin|BV-1|BAY VIEW|
DBT.BV-DX|Double or Twin DELUXE BAY VIEW|DBT|Double or Twin|BV-DX|DELUXE BAY VIEW|
DBT.BV-KG|Double or Twin BAY VIEW KING BED|DBT|Double or Twin|BV-KG|BAY VIEW KING BED|
DBT.BV-SU|Double or Twin SUPERIOR BAY VIEW|DBT|Double or Twin|BV-SU|SUPERIOR BAY VIEW|
DBT.C1|Double or Twin CAPACITY 1|DBT|Double or Twin|C1|CAPACITY 1|
DBT.C1-1|Double or Twin CAPACITY 1|DBT|Double or Twin|C1-1|CAPACITY 1|
DBT.C1-2|Double or Twin CAPACITY 1|DBT|Double or Twin|C1-2|CAPACITY 1|
DBT.C1-3|Double or Twin CAPACITY 1|DBT|Double or Twin|C1-3|CAPACITY 1|
DBT.C2|Double or Twin CAPACITY 2|DBT|Double or Twin|C2|CAPACITY 2|
DBT.C2-1|Double or Twin CAPACITY 2|DBT|Double or Twin|C2-1|CAPACITY 2|
DBT.C2-2|Double or Twin CAPACITY 2|DBT|Double or Twin|C2-2|CAPACITY 2|
DBT.C2-4|Double or Twin CAPACITY 2|DBT|Double or Twin|C2-4|CAPACITY 2|
DBT.C2-DX|Double or Twin DELUXE CAPACITY 2|DBT|Double or Twin|C2-DX|DELUXE CAPACITY 2|
DBT.C2-GV|Double or Twin GARDEN VIEW CAPACITY 2|DBT|Double or Twin|C2-GV|GARDEN VIEW CAPACITY 2|
DBT.C2-SU|Double or Twin SUPERIOR CAPACITY 2|DBT|Double or Twin|C2-SU|SUPERIOR CAPACITY 2|
DBT.C2-VM|Double or Twin SEA VIEW CAPACITY 2|DBT|Double or Twin|C2-VM|SEA VIEW CAPACITY 2|
DBT.C3|Double or Twin CAPACITY 3|DBT|Double or Twin|C3|CAPACITY 3|
DBT.C3-1|Double or Twin CAPACITY 3|DBT|Double or Twin|C3-1|CAPACITY 3|
DBT.C3-3|Double or Twin CAPACITY 3|DBT|Double or Twin|C3-3|CAPACITY 3|
DBT.C3-SU|Double or Twin SUPERIOR CAPACITY 3|DBT|Double or Twin|C3-SU|SUPERIOR CAPACITY 3|
DBT.C3-VM|Double or Twin SEA VIEW CAPACITY 3|DBT|Double or Twin|C3-VM|SEA VIEW CAPACITY 3|
DBT.C4|Double or Twin CAPACITY 4|DBT|Double or Twin|C4|CAPACITY 4|
DBT.C4-1|Double or Twin CAPACITY 4|DBT|Double or Twin|C4-1|CAPACITY 4|
DBT.C4-2|Double or Twin CAPACITY 4|DBT|Double or Twin|C4-2|CAPACITY 4|
DBT.C4-3|Double or Twin CAPACITY 4|DBT|Double or Twin|C4-3|CAPACITY 4|
DBT.C4-4|Double or Twin CAPACITY 4|DBT|Double or Twin|C4-4|CAPACITY 4|
DBT.C4-DX|Double or Twin DELUXE CAPACITY 4|DBT|Double or Twin|C4-DX|DELUXE CAPACITY 4|
DBT.C4-SU|Double or Twin SUPERIOR CAPACITY 4|DBT|Double or Twin|C4-SU|SUPERIOR CAPACITY 4|
DBT.C4-VM|Double or Twin SEA VIEW CAPACITY 4|DBT|Double or Twin|C4-VM|SEA VIEW CAPACITY 4|
DBT.C5|Double or Twin CAPACITY 5|DBT|Double or Twin|C5|CAPACITY 5|
DBT.C6|Double or Twin CAPACITY 6|DBT|Double or Twin|C6|CAPACITY 6|
DBT.CB|Double or Twin CLUB|DBT|Double or Twin|CB|CLUB|
DBT.CB-1|Double or Twin CLUB|DBT|Double or Twin|CB-1|CLUB|
DBT.CB-2|Double or Twin CLUB|DBT|Double or Twin|CB-2|CLUB|
DBT.CB-3|Double or Twin CLUB|DBT|Double or Twin|CB-3|CLUB|
DBT.CB-CV|Double or Twin CLUB CITY VIEW|DBT|Double or Twin|CB-CV|CLUB CITY VIEW|
DBT.CB-DX|Double or Twin CLUB DELUXE|DBT|Double or Twin|CB-DX|CLUB DELUXE|
DBT.CB-EJ|Double or Twin CLUB EXECUTIVE|DBT|Double or Twin|CB-EJ|CLUB EXECUTIVE|
DBT.CB-GD|Double or Twin CLUB GRAND|DBT|Double or Twin|CB-GD|CLUB GRAND|
DBT.CB-HV|Double or Twin CLUB HARBOUR VIEW|DBT|Double or Twin|CB-HV|CLUB HARBOUR VIEW|
DBT.CB-KG|Double or Twin CLUB KING BED|DBT|Double or Twin|CB-KG|CLUB KING BED|
DBT.CB-OF|Double or Twin CLUB OCEAN FRONT|DBT|Double or Twin|CB-OF|CLUB OCEAN FRONT|
DBT.CB-OV|Double or Twin CLUB OCEAN VIEW|DBT|Double or Twin|CB-OV|CLUB OCEAN VIEW|
DBT.CB-PE|Double or Twin CLUB PREMIER|DBT|Double or Twin|CB-PE|CLUB PREMIER|
DBT.CB-PI|Double or Twin CLUB PREMIUM|DBT|Double or Twin|CB-PI|CLUB PREMIUM|
DBT.CB-QN|Double or Twin CLUB QUEEN BED|DBT|Double or Twin|CB-QN|CLUB QUEEN BED|
DBT.CB-SU|Double or Twin CLUB SUPERIOR|DBT|Double or Twin|CB-SU|CLUB SUPERIOR|
DBT.CB-VM|Double or Twin CLUB SEA VIEW|DBT|Double or Twin|CB-VM|CLUB SEA VIEW|
DBT.CM|Double or Twin CONNECTING ROOM|DBT|Double or Twin|CM|CONNECTING ROOM|
DBT.CM-1|Double or Twin CONNECTING ROOM|DBT|Double or Twin|CM-1|CONNECTING ROOM|
DBT.CM-2|Double or Twin CONNECTING ROOM|DBT|Double or Twin|CM-2|CONNECTING ROOM|
DBT.CV|Double or Twin CITY VIEW|DBT|Double or Twin|CV|CITY VIEW|
DBT.CV-1|Double or Twin CITY VIEW|DBT|Double or Twin|CV-1|CITY VIEW|
DBT.CV-2|Double or Twin CITY VIEW|DBT|Double or Twin|CV-2|CITY VIEW|
DBT.CV-3|Double or Twin CITY VIEW|DBT|Double or Twin|CV-3|CITY VIEW|
DBT.CV-4|Double or Twin CITY VIEW|DBT|Double or Twin|CV-4|CITY VIEW|
DBT.CV-DX|Double or Twin DELUXE CITY VIEW|DBT|Double or Twin|CV-DX|DELUXE CITY VIEW|
DBT.CV-DX-KG|Double or Twin DELUXE CITY VIEW KING BED|DBT|Double or Twin|CV-DX-KG|DELUXE CITY VIEW KING BED|
DBT.CV-EJ|Double or Twin EXECUTIVE CITY VIEW|DBT|Double or Twin|CV-EJ|EXECUTIVE CITY VIEW|
DBT.CV-GR|Double or Twin GUEST ROOM CITY VIEW|DBT|Double or Twin|CV-GR|GUEST ROOM CITY VIEW|
DBT.CV-KG|Double or Twin CITY VIEW KING BED|DBT|Double or Twin|CV-KG|CITY VIEW KING BED|
DBT.CV-LX|Double or Twin LUXURY CITY VIEW|DBT|Double or Twin|CV-LX|LUXURY CITY VIEW|
DBT.CV-PE|Double or Twin PREMIER CITY VIEW|DBT|Double or Twin|CV-PE|PREMIER CITY VIEW|
DBT.CV-PI|Double or Twin PREMIUM CITY VIEW|DBT|Double or Twin|CV-PI|PREMIUM CITY VIEW|
DBT.CV-SU|Double or Twin SUPERIOR CITY VIEW|DBT|Double or Twin|CV-SU|SUPERIOR CITY VIEW|
DBT.DB|Double or Twin WITH DOUBLE BED|DBT|Double or Twin|DB|WITH DOUBLE BED|
DBT.DB-2|Double or Twin WITH DOUBLE BED|DBT|Double or Twin|DB-2|WITH DOUBLE BED|
DBT.DB-SU|Double or Twin SUPERIOR WITH DOUBLE BED|DBT|Double or Twin|DB-SU|SUPERIOR WITH DOUBLE BED|
DBT.DP|Double or Twin DUPLEX|DBT|Double or Twin|DP|DUPLEX|
DBT.DP-1|Double or Twin DUPLEX|DBT|Double or Twin|DP-1|DUPLEX|
DBT.DP-2|Double or Twin DUPLEX|DBT|Double or Twin|DP-2|DUPLEX|
DBT.DP-3|Double or Twin DUPLEX|DBT|Double or Twin|DP-3|DUPLEX|
DBT.DP-4|Double or Twin DUPLEX|DBT|Double or Twin|DP-4|DUPLEX|
DBT.DP-SU|Double or Twin DUPLEX SUPERIOR|DBT|Double or Twin|DP-SU|DUPLEX SUPERIOR|
DBT.DX|Double or Twin DELUXE|DBT|Double or Twin|DX|DELUXE|
DBT.DX-1|Double or Twin DELUXE|DBT|Double or Twin|DX-1|DELUXE|
DBT.DX-10|Double or Twin DELUXE|DBT|Double or Twin|DX-10|DELUXE|
DBT.DX-2|Double or Twin DELUXE|DBT|Double or Twin|DX-2|DELUXE|
DBT.DX-3|Double or Twin DELUXE|DBT|Double or Twin|DX-3|DELUXE|
DBT.DX-4|Double or Twin DELUXE|DBT|Double or Twin|DX-4|DELUXE|
DBT.DX-5|Double or Twin DELUXE|DBT|Double or Twin|DX-5|DELUXE|
DBT.DX-6|Double or Twin DELUXE|DBT|Double or Twin|DX-6|DELUXE|
DBT.DX-7|Double or Twin DELUXE|DBT|Double or Twin|DX-7|DELUXE|
DBT.DX-8|Double or Twin DELUXE|DBT|Double or Twin|DX-8|DELUXE|
DBT.DX-9|Double or Twin DELUXE|DBT|Double or Twin|DX-9|DELUXE|
DBT.DX-EJ|Double or Twin DELUXE EXECUTIVE|DBT|Double or Twin|DX-EJ|DELUXE EXECUTIVE|
DBT.DX-FV|Double or Twin DELUXE FOUNTAIN VIEW|DBT|Double or Twin|DX-FV|DELUXE FOUNTAIN VIEW|
DBT.DX-GD|Double or Twin GRAND DELUXE|DBT|Double or Twin|DX-GD|GRAND DELUXE|
DBT.DX-GR|Double or Twin DELUXE GUEST ROOM|DBT|Double or Twin|DX-GR|DELUXE GUEST ROOM|
DBT.DX-GV|Double or Twin DELUXE GARDEN VIEW|DBT|Double or Twin|DX-GV|DELUXE GARDEN VIEW|
DBT.DX-GV-SU|Double or Twin DELUXE GARDEN VIEW SUPERIOR|DBT|Double or Twin|DX-GV-SU|DELUXE GARDEN VIEW SUPERIOR|
DBT.DX-HV|Double or Twin DELUXE HARBOUR VIEW|DBT|Double or Twin|DX-HV|DELUXE HARBOUR VIEW|
DBT.DX-JA|Double or Twin DELUXE WITH JACUZZI|DBT|Double or Twin|DX-JA|DELUXE WITH JACUZZI|
DBT.DX-KG|Double or Twin DELUXE KING BED|DBT|Double or Twin|DX-KG|DELUXE KING BED|
DBT.DX-LK|Double or Twin DELUXE LAKE VIEW|DBT|Double or Twin|DX-LK|DELUXE LAKE VIEW|
DBT.DX-LV|Double or Twin DELUXE LAND VIEW|DBT|Double or Twin|DX-LV|DELUXE LAND VIEW|
DBT.DX-MV|Double or Twin DELUXE MARINA VIEW|DBT|Double or Twin|DX-MV|DELUXE MARINA VIEW|
DBT.DX-NC|Double or Twin DELUXE NO AIR CONDITIONING|DBT|Double or Twin|DX-NC|DELUXE NO AIR CONDITIONING|
DBT.DX-OF|Double or Twin DELUXE OCEAN FRONT|DBT|Double or Twin|DX-OF|DELUXE OCEAN FRONT|
DBT.DX-OV|Double or Twin DELUXE OCEAN VIEW|DBT|Double or Twin|DX-OV|DELUXE OCEAN VIEW|
DBT.DX-OV-SU|Double or Twin DELUXE OCEAN VIEW SUPERIOR|DBT|Double or Twin|DX-OV-SU|DELUXE OCEAN VIEW SUPERIOR|
DBT.DX-PE|Double or Twin DELUXE PREMIER|DBT|Double or Twin|DX-PE|DELUXE PREMIER|
DBT.DX-PI|Double or Twin DELUXE PREMIUM|DBT|Double or Twin|DX-PI|DELUXE PREMIUM|
DBT.DX-PO|Double or Twin DELUXE PARTIAL OCEAN VIEW|DBT|Double or Twin|DX-PO|DELUXE PARTIAL OCEAN VIEW|
DBT.DX-PP|Double or Twin DELUXE WITH PRIVATE POOL|DBT|Double or Twin|DX-PP|DELUXE WITH PRIVATE POOL|
